category,trait,sub_area,question_text,reverse_scored,weight,test_type,age_group
technology_mindset,digital_curiosity,tech_learning,I resist using new technology,true,1,rapid,15-60
technology_mindset,digital_curiosity,tech_learning,I learn digital tools through curiosity,false,1,rapid,15-60
technology_mindset,digital_curiosity,tech_learning,I tend to feel overwhelmed by technological change,true,1,rapid,15-60
technology_mindset,digital_curiosity,tech_learning,I enjoy exploring AI tools,false,1,rapid,15-60
technology_mindset,digital_curiosity,tech_learning,I avoid experimenting with digital innovations,true,1,rapid,15-60
social_behavior,cooperation,teamwork_behavior,I cooperate with others to achieve shared goals,false,1,deep,18-60
social_behavior,cooperation,teamwork_behavior,I find collaboration exhausting,true,1,deep,18-60
social_behavior,cooperation,teamwork_behavior,I value teamwork and mutual support,false,1,deep,18-60
social_behavior,cooperation,teamwork_behavior,I avoid contributing to group discussions,true,1,deep,18-60
social_behavior,cooperation,teamwork_behavior,I appreciate different perspectives,false,1,deep,18-60
social_behavior,cooperation,teamwork_behavior,I dismiss others' suggestions,true,1,deep,18-60
social_behavior,cooperation,teamwork_behavior,I help teams resolve disagreements,false,1,deep,18-60
social_behavior,cooperation,teamwork_behavior,I ignore group harmony,true,1,deep,18-60
social_behavior,cooperation,teamwork_behavior,I enjoy working toward shared achievements,false,1,deep,18-60
social_behavior,cooperation,teamwork_behavior,I prefer working alone even when teamwork helps,true,1,deep,18-60
leadership_potential,initiative,leadership_actions,I take responsibility when problems arise,false,1,deep,18-60
leadership_potential,initiative,leadership_actions,I avoid responsibility,true,1,deep,18-60
leadership_potential,initiative,leadership_actions,I guide others during uncertain situations,false,1,deep,18-60
leadership_potential,initiative,leadership_actions,I feel uncomfortable taking charge,true,1,deep,18-60
leadership_potential,initiative,leadership_actions,I motivate people to achieve goals,false,1,deep,18-60
leadership_potential,initiative,leadership_actions,I hesitate to lead teams,true,1,deep,18-60
leadership_potential,initiative,leadership_actions,I inspire others through ideas,false,1,deep,18-60
leadership_potential,initiative,leadership_actions,I avoid influencing group direction,true,1,deep,18-60
leadership_potential,initiative,leadership_actions,I help teams stay focused,false,1,deep,18-60
leadership_potential,initiative,leadership_actions,I step back when leadership is required,true,1,deep,18-60
creativity_innovation,creative_confidence,creative_expression,I enjoy expressing creative ideas,false,1,deep,15-60
creativity_innovation,creative_confidence,creative_expression,I feel uncomfortable sharing creative thoughts,true,1,deep,15-60
creativity_innovation,creative_confidence,creative_expression,I experiment with imaginative solutions,false,1,deep,15-60
creativity_innovation,creative_confidence,creative_expression,I rarely explore creative possibilities,true,1,deep,15-60
creativity_innovation,creative_confidence,creative_expression,I combine ideas from different areas,false,1,deep,15-60
creativity_innovation,creative_confidence,creative_expression,I prefer repeating old solutions,true,1,deep,15-60
creativity_innovation,creative_confidence,creative_expression,I enjoy designing new concepts,false,1,deep,15-60
creativity_innovation,creative_confidence,creative_expression,I avoid experimenting creatively,true,1,deep,15-60
creativity_innovation,creative_confidence,creative_expression,I explore imaginative possibilities,false,1,deep,15-60
creativity_innovation,creative_confidence,creative_expression,I feel blocked when thinking creatively,true,1,deep,15-60
life_values,values_alignment,personal_ethics,I tend to try to live according to my principles,false,1,deep,18-60
life_values,values_alignment,personal_ethics,I ignore my values when it is convenient,true,1,deep,18-60
life_values,values_alignment,personal_ethics,I believe integrity is essential,false,1,deep,18-60
life_values,values_alignment,personal_ethics,I compromise my beliefs easily,true,1,deep,18-60
life_values,values_alignment,personal_ethics,I reflect on whether my life aligns with my values,false,1,deep,18-60
life_values,values_alignment,personal_ethics,I rarely evaluate my moral choices,true,1,deep,18-60
life_values,values_alignment,personal_ethics,I want my actions to reflect my beliefs,false,1,deep,18-60
life_values,values_alignment,personal_ethics,I feel disconnected from my values,true,1,deep,18-60
life_values,values_alignment,personal_ethics,I try to maintain honesty in decisions,false,1,deep,18-60
life_values,values_alignment,personal_ethics,I avoid thinking about ethics,true,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I notice recurring thought patterns in my daily life,false,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I rarely pay attention to how my thoughts influence my actions,true,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I try to understand why certain ideas keep appearing in my mind,false,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I avoid reflecting on my internal thought patterns,true,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I examine how my mindset changes over time,false,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I struggle to recognize patterns in my thinking,true,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I think about how my beliefs shape my life,false,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I rarely analyze the assumptions I make,true,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I reflect on how my thoughts affect my emotions,false,1,deep,18-60
psychology_self_awareness,thought_awareness,mental_patterns,I tend to ignore the deeper reasons behind my thinking,true,1,deep,18-60
personality_confidence,self_efficacy,ability_perception,I believe I can handle complex situations,false,1,rapid,18-60
personality_confidence,self_efficacy,ability_perception,I often doubt my ability to deal with challenges,true,1,rapid,18-60
personality_confidence,self_efficacy,ability_perception,I feel capable of solving difficult problems,false,1,rapid,18-60
personality_confidence,self_efficacy,ability_perception,I avoid responsibilities that seem demanding,true,1,rapid,18-60
personality_confidence,self_efficacy,ability_perception,I tend to trust my ability to learn from mistakes,false,1,rapid,18-60
personality_confidence,self_efficacy,ability_perception,I feel insecure when facing unfamiliar tasks,true,1,rapid,18-60
personality_confidence,self_efficacy,ability_perception,I feel confident adapting to new situations,false,1,rapid,18-60
personality_confidence,self_efficacy,ability_perception,I feel incapable when facing complex challenges,true,1,rapid,18-60
personality_confidence,self_efficacy,ability_perception,I believe my efforts lead to improvement,false,1,rapid,18-60
personality_confidence,self_efficacy,ability_perception,I feel powerless when facing problems,true,1,rapid,18-60
stress_resilience,adaptability,challenge_adaptation,I adjust my approach when circumstances change,false,1,deep,18-60
stress_resilience,adaptability,challenge_adaptation,I struggle when plans change suddenly,true,1,deep,18-60
stress_resilience,adaptability,challenge_adaptation,I adapt quickly to unexpected situations,false,1,deep,18-60
stress_resilience,adaptability,challenge_adaptation,I feel anxious when routines are disrupted,true,1,deep,18-60
stress_resilience,adaptability,challenge_adaptation,I stay flexible during uncertain situations,false,1,deep,18-60
stress_resilience,adaptability,challenge_adaptation,I resist adapting to change,true,1,deep,18-60
stress_resilience,adaptability,challenge_adaptation,I find creative ways to overcome obstacles,false,1,deep,18-60
stress_resilience,adaptability,challenge_adaptation,I freeze when facing new challenges,true,1,deep,18-60
stress_resilience,adaptability,challenge_adaptation,I adjust strategies when things don't work,false,1,deep,18-60
stress_resilience,adaptability,challenge_adaptation,I feel stuck when facing unfamiliar problems,true,1,deep,18-60
career_intelligence,career_values,work_meaning,I want my work to make a positive impact,false,1,deep,15-60
career_intelligence,career_values,work_meaning,I choose careers only based on convenience,true,1,deep,15-60
career_intelligence,career_values,work_meaning,I prefer careers that align with my values,false,1,deep,15-60
career_intelligence,career_values,work_meaning,I rarely consider whether work feels meaningful,true,1,deep,15-60
career_intelligence,career_values,work_meaning,I seek careers that allow personal growth,false,1,deep,15-60
career_intelligence,career_values,work_meaning,I avoid thinking about purpose in work,true,1,deep,15-60
career_intelligence,career_values,work_meaning,I value work that contributes to society,false,1,deep,15-60
career_intelligence,career_values,work_meaning,I think work is only about earning money,true,1,deep,15-60
career_intelligence,career_values,work_meaning,I look for purpose in my professional life,false,1,deep,15-60
career_intelligence,career_values,work_meaning,I rarely think about what meaningful work means,true,1,deep,15-60
technology_mindset,digital_adaptation,tech_skills,I learn new digital tools quickly,false,1,rapid,15-60
technology_mindset,digital_adaptation,tech_skills,I struggle to learn digital systems,true,1,rapid,15-60
technology_mindset,digital_adaptation,tech_skills,I feel curious about new technology,false,1,rapid,15-60
technology_mindset,digital_adaptation,tech_skills,I avoid exploring new digital platforms,true,1,rapid,15-60
technology_mindset,digital_adaptation,tech_skills,I experiment with technology to improve efficiency,false,1,rapid,15-60
technology_mindset,digital_adaptation,tech_skills,I resist using digital tools,true,1,rapid,15-60
technology_mindset,digital_adaptation,tech_skills,I like discovering new apps,false,1,rapid,15-60
technology_mindset,digital_adaptation,tech_skills,I feel uncomfortable learning technology,true,1,rapid,15-60
technology_mindset,digital_adaptation,tech_skills,I stay curious about future technology,false,1,rapid,15-60
technology_mindset,digital_adaptation,tech_skills,I ignore technological advancements,true,1,rapid,15-60
social_behavior,relationship_awareness,emotional_connection,I try to understand how others feel,false,1,deep,18-60
social_behavior,relationship_awareness,emotional_connection,I struggle to understand emotions,true,1,deep,18-60
social_behavior,relationship_awareness,emotional_connection,I notice when someone feels uncomfortable,false,1,deep,18-60
social_behavior,relationship_awareness,emotional_connection,I ignore emotional signals,true,1,deep,18-60
social_behavior,relationship_awareness,emotional_connection,I empathize with others' experiences,false,1,deep,18-60
social_behavior,relationship_awareness,emotional_connection,I avoid emotional discussions,true,1,deep,18-60
social_behavior,relationship_awareness,emotional_connection,I care about the well-being of others,false,1,deep,18-60
social_behavior,relationship_awareness,emotional_connection,I find it difficult to connect emotionally,true,1,deep,18-60
social_behavior,relationship_awareness,emotional_connection,I listen carefully when others speak,false,1,deep,18-60
social_behavior,relationship_awareness,emotional_connection,I dismiss emotional concerns,true,1,deep,18-60
leadership_potential,influence,leadership_presence,I naturally influence group decisions,false,1,deep,18-60
leadership_potential,influence,leadership_presence,I avoid influencing group outcomes,true,1,deep,18-60
leadership_potential,influence,leadership_presence,I help others stay motivated,false,1,deep,18-60
leadership_potential,influence,leadership_presence,I hesitate to influence people,true,1,deep,18-60
leadership_potential,influence,leadership_presence,I inspire people through my actions,false,1,deep,18-60
leadership_potential,influence,leadership_presence,I avoid motivating others,true,1,deep,18-60
leadership_potential,influence,leadership_presence,I guide others during projects,false,1,deep,18-60
leadership_potential,influence,leadership_presence,I avoid directing group efforts,true,1,deep,18-60
leadership_potential,influence,leadership_presence,I support others in achieving goals,false,1,deep,18-60
leadership_potential,influence,leadership_presence,I withdraw from leadership opportunities,true,1,deep,18-60
creativity_innovation,idea_generation,creative_problem_solving,I generate multiple solutions to problems,false,1,deep,15-60
creativity_innovation,idea_generation,creative_problem_solving,I struggle to think of alternatives,true,1,deep,15-60
creativity_innovation,idea_generation,creative_problem_solving,I enjoy brainstorming ideas,false,1,deep,15-60
creativity_innovation,idea_generation,creative_problem_solving,I avoid creative thinking,true,1,deep,15-60
creativity_innovation,idea_generation,creative_problem_solving,I combine ideas creatively,false,1,deep,15-60
creativity_innovation,idea_generation,creative_problem_solving,I prefer obvious solutions,true,1,deep,15-60
creativity_innovation,idea_generation,creative_problem_solving,I imagine innovative possibilities,false,1,deep,15-60
creativity_innovation,idea_generation,creative_problem_solving,I resist experimenting with ideas,true,1,deep,15-60
creativity_innovation,idea_generation,creative_problem_solving,I explore imaginative concepts,false,1,deep,15-60
creativity_innovation,idea_generation,creative_problem_solving,I tend to rarely explore creative possibilities,true,1,deep,15-60
life_values,life_direction,goal_alignment,I think about long-term life goals,false,1,deep,18-60
life_values,life_direction,goal_alignment,I avoid thinking about the future,true,1,deep,18-60
life_values,life_direction,goal_alignment,I set goals aligned with my beliefs,false,1,deep,18-60
life_values,life_direction,goal_alignment,I rarely define long-term goals,true,1,deep,18-60
life_values,life_direction,goal_alignment,I pursue meaningful life goals,false,1,deep,18-60
life_values,life_direction,goal_alignment,I drift without clear direction,true,1,deep,18-60
life_values,life_direction,goal_alignment,I plan steps toward personal goals,false,1,deep,18-60
life_values,life_direction,goal_alignment,I feel lost about my direction,true,1,deep,18-60
life_values,life_direction,goal_alignment,I align actions with long-term goals,false,1,deep,18-60
life_values,life_direction,goal_alignment,I rarely evaluate my life direction,true,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I think about how my personality has changed over time,false,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I rarely consider how I have evolved as a person,true,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I reflect on the lessons life experiences have taught me,false,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I avoid thinking about how my past influences me,true,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I evaluate whether my actions match my values,false,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I ignore the connection between my values and actions,true,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I think about how my mindset affects my future,false,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I rarely analyze how I can grow as a person,true,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I try to learn about myself through experiences,false,1,deep,18-60
psychology_self_awareness,identity_growth,self_understanding,I avoid reflecting on personal development,true,1,deep,18-60
personality_confidence,initiative,action_orientation,I take initiative when opportunities arise,false,1,rapid,18-60
personality_confidence,initiative,action_orientation,I hesitate before taking action,true,1,rapid,18-60
personality_confidence,initiative,action_orientation,I act confidently when facing uncertainty,false,1,rapid,18-60
personality_confidence,initiative,action_orientation,I wait for others to lead decisions,true,1,rapid,18-60
personality_confidence,initiative,action_orientation,I feel capable of starting new projects,false,1,rapid,18-60
personality_confidence,initiative,action_orientation,I avoid taking initiative,true,1,rapid,18-60
personality_confidence,initiative,action_orientation,I trust myself to handle new responsibilities,false,1,rapid,18-60
personality_confidence,initiative,action_orientation,I feel unsure when taking the first step,true,1,rapid,18-60
personality_confidence,initiative,action_orientation,I start tasks even when success is uncertain,false,1,rapid,18-60
personality_confidence,initiative,action_orientation,I hesitate to act without instructions,true,1,rapid,18-60
stress_resilience,emotional_balance,recovery_speed,I recover emotionally after stressful experiences,false,1,deep,18-60
stress_resilience,emotional_balance,recovery_speed,I stay upset for long periods,true,1,deep,18-60
stress_resilience,emotional_balance,recovery_speed,I regain focus quickly after setbacks,false,1,deep,18-60
stress_resilience,emotional_balance,recovery_speed,I remain discouraged after small failures,true,1,deep,18-60
stress_resilience,emotional_balance,recovery_speed,I bounce back after difficulties,false,1,deep,18-60
stress_resilience,emotional_balance,recovery_speed,I struggle to recover from stress,true,1,deep,18-60
stress_resilience,emotional_balance,recovery_speed,I return to normal after stressful moments,false,1,deep,18-60
stress_resilience,emotional_balance,recovery_speed,I remain emotionally drained,true,1,deep,18-60
stress_resilience,emotional_balance,recovery_speed,I find ways to regain emotional balance,false,1,deep,18-60
stress_resilience,emotional_balance,recovery_speed,I stay anxious even after problems pass,true,1,deep,18-60
career_intelligence,career_planning,future_planning,I think about long-term professional goals,false,1,deep,15-60
career_intelligence,career_planning,future_planning,I rarely plan my career direction,true,1,deep,15-60
career_intelligence,career_planning,future_planning,I explore career options before making decisions,false,1,deep,15-60
career_intelligence,career_planning,future_planning,I choose careers without considering my interests,true,1,deep,15-60
career_intelligence,career_planning,future_planning,I evaluate whether a profession fits my strengths,false,1,deep,15-60
career_intelligence,career_planning,future_planning,I ignore whether a job suits my personality,true,1,deep,15-60
career_intelligence,career_planning,future_planning,I imagine different career paths,false,1,deep,15-60
career_intelligence,career_planning,future_planning,I avoid thinking about my career future,true,1,deep,15-60
career_intelligence,career_planning,future_planning,I research careers aligned with my abilities,false,1,deep,15-60
career_intelligence,career_planning,future_planning,I feel indifferent about career direction,true,1,deep,15-60
technology_mindset,tech_curiosity,innovation_interest,I enjoy learning about technological innovations,false,1,rapid,15-60
technology_mindset,tech_curiosity,innovation_interest,I feel bored by technological progress,true,1,rapid,15-60
technology_mindset,tech_curiosity,innovation_interest,I follow new digital trends,false,1,rapid,15-60
technology_mindset,tech_curiosity,innovation_interest,I ignore advancements in technology,true,1,rapid,15-60
technology_mindset,tech_curiosity,innovation_interest,I like experimenting with digital tools,false,1,rapid,15-60
technology_mindset,tech_curiosity,innovation_interest,I avoid trying new technologies,true,1,rapid,15-60
technology_mindset,tech_curiosity,innovation_interest,I believe technology creates opportunities,false,1,rapid,15-60
technology_mindset,tech_curiosity,innovation_interest,I think technology is unnecessary,true,1,rapid,15-60
technology_mindset,tech_curiosity,innovation_interest,I stay curious about technological change,false,1,rapid,15-60
technology_mindset,tech_curiosity,innovation_interest,I resist adapting to digital change,true,1,rapid,15-60
social_behavior,social_awareness,interaction_sensitivity,I notice subtle emotional changes in conversations,false,1,deep,18-60
social_behavior,social_awareness,interaction_sensitivity,I ignore emotional cues,true,1,deep,18-60
social_behavior,social_awareness,interaction_sensitivity,I adapt my communication style to others,false,1,deep,18-60
social_behavior,social_awareness,interaction_sensitivity,I speak without considering how others feel,true,1,deep,18-60
social_behavior,social_awareness,interaction_sensitivity,I show empathy when people share concerns,false,1,deep,18-60
social_behavior,social_awareness,interaction_sensitivity,I dismiss emotional reactions,true,1,deep,18-60
social_behavior,social_awareness,interaction_sensitivity,I try to understand others' viewpoints,false,1,deep,18-60
social_behavior,social_awareness,interaction_sensitivity,I rarely consider other perspectives,true,1,deep,18-60
social_behavior,social_awareness,interaction_sensitivity,I build trust through understanding,false,1,deep,18-60
social_behavior,social_awareness,interaction_sensitivity,I overlook the feelings of others,true,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I make decisions confidently in uncertain situations,false,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I avoid making important decisions,true,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I evaluate different options before deciding,false,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I feel overwhelmed by decision making,true,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I take responsibility for my decisions,false,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I prefer others to make decisions,true,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I guide teams through decisions,false,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I hesitate to decide in leadership situations,true,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I weigh risks carefully before acting,false,1,deep,18-60
leadership_potential,decision_making,leadership_decisions,I delay decisions due to uncertainty,true,1,deep,18-60
creativity_innovation,creative_flexibility,innovation_behavior,I explore multiple perspectives when solving problems,false,1,deep,15-60
creativity_innovation,creative_flexibility,innovation_behavior,I stick to one solution,true,1,deep,15-60
creativity_innovation,creative_flexibility,innovation_behavior,I experiment with different approaches,false,1,deep,15-60
creativity_innovation,creative_flexibility,innovation_behavior,I resist trying new approaches,true,1,deep,15-60
creativity_innovation,creative_flexibility,innovation_behavior,I combine unrelated ideas creatively,false,1,deep,15-60
creativity_innovation,creative_flexibility,innovation_behavior,I rarely explore unconventional ideas,true,1,deep,15-60
creativity_innovation,creative_flexibility,innovation_behavior,I question traditional methods,false,1,deep,15-60
creativity_innovation,creative_flexibility,innovation_behavior,I follow routines strictly,true,1,deep,15-60
creativity_innovation,creative_flexibility,innovation_behavior,I try imaginative approaches,false,1,deep,15-60
creativity_innovation,creative_flexibility,innovation_behavior,I avoid creative risk,true,1,deep,15-60
life_values,personal_values,value_clarity,I know which values guide my life,false,1,deep,18-60
life_values,personal_values,value_clarity,I feel unsure about my values,true,1,deep,18-60
life_values,personal_values,value_clarity,I make decisions based on my beliefs,false,1,deep,18-60
life_values,personal_values,value_clarity,I ignore what matters most to me,true,1,deep,18-60
life_values,personal_values,value_clarity,I live according to my principles,false,1,deep,18-60
life_values,personal_values,value_clarity,I compromise values easily,true,1,deep,18-60
life_values,personal_values,value_clarity,I tend to reflect on whether my life aligns with my values,false,1,deep,18-60
life_values,personal_values,value_clarity,I rarely consider what matters most,true,1,deep,18-60
life_values,personal_values,value_clarity,I pursue goals aligned with my values,false,1,deep,18-60
life_values,personal_values,value_clarity,I drift without clear principles,true,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I observe my reactions during stressful situations,false,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I rarely notice how I react under pressure,true,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I try to recognize habits that influence my life,false,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I ignore patterns in my daily behavior,true,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I notice how my mood affects my decisions,false,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I act without considering emotional triggers,true,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I observe how my thoughts shape my actions,false,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I rarely question the way I behave,true,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I evaluate my behavior after important events,false,1,deep,18-60
psychology_self_awareness,self_monitoring,behavior_observation,I avoid reflecting on my actions,true,1,deep,18-60
personality_confidence,risk_tolerance,confidence_behavior,I take calculated risks when pursuing opportunities,false,1,rapid,18-60
personality_confidence,risk_tolerance,confidence_behavior,I avoid taking risks even when potential rewards are high,true,1,rapid,18-60
personality_confidence,risk_tolerance,confidence_behavior,I feel confident trying unfamiliar activities,false,1,rapid,18-60
personality_confidence,risk_tolerance,confidence_behavior,I hesitate to try things outside my comfort zone,true,1,rapid,18-60
personality_confidence,risk_tolerance,confidence_behavior,I trust my instincts when facing uncertainty,false,1,rapid,18-60
personality_confidence,risk_tolerance,confidence_behavior,I fear making mistakes when exploring new opportunities,true,1,rapid,18-60
personality_confidence,risk_tolerance,confidence_behavior,I experiment with new ideas confidently,false,1,rapid,18-60
personality_confidence,risk_tolerance,confidence_behavior,I avoid challenges that involve uncertainty,true,1,rapid,18-60
personality_confidence,risk_tolerance,confidence_behavior,I see risks as opportunities for learning,false,1,rapid,18-60
personality_confidence,risk_tolerance,confidence_behavior,I prefer staying safe rather than exploring possibilities,true,1,rapid,18-60
stress_resilience,problem_focus,solution_orientation,I focus on solutions instead of problems,false,1,deep,18-60
stress_resilience,problem_focus,solution_orientation,I dwell on problems without seeking solutions,true,1,deep,18-60
stress_resilience,problem_focus,solution_orientation,I stay proactive when difficulties appear,false,1,deep,18-60
stress_resilience,problem_focus,solution_orientation,I feel stuck when problems arise,true,1,deep,18-60
stress_resilience,problem_focus,solution_orientation,I search for practical ways to improve situations,false,1,deep,18-60
stress_resilience,problem_focus,solution_orientation,I feel helpless when facing obstacles,true,1,deep,18-60
stress_resilience,problem_focus,solution_orientation,I believe every problem has a possible solution,false,1,deep,18-60
stress_resilience,problem_focus,solution_orientation,I lose hope when problems appear,true,1,deep,18-60
stress_resilience,problem_focus,solution_orientation,I stay determined while solving issues,false,1,deep,18-60
stress_resilience,problem_focus,solution_orientation,I give up when facing complicated problems,true,1,deep,18-60
career_intelligence,career_awareness,skills_alignment,I think about how my skills relate to potential careers,false,1,deep,15-60
career_intelligence,career_awareness,skills_alignment,I rarely consider how my abilities match careers,true,1,deep,15-60
career_intelligence,career_awareness,skills_alignment,I identify professions that fit my strengths,false,1,deep,15-60
career_intelligence,career_awareness,skills_alignment,I ignore the connection between skills and careers,true,1,deep,15-60
career_intelligence,career_awareness,skills_alignment,I evaluate my talents when exploring professions,false,1,deep,15-60
career_intelligence,career_awareness,skills_alignment,I choose careers without thinking about my abilities,true,1,deep,15-60
career_intelligence,career_awareness,skills_alignment,I try to align career paths with my interests,false,1,deep,15-60
career_intelligence,career_awareness,skills_alignment,I feel uncertain about which skills matter,true,1,deep,15-60
career_intelligence,career_awareness,skills_alignment,I reflect on which jobs match my personality,false,1,deep,15-60
career_intelligence,career_awareness,skills_alignment,I rarely analyze my professional strengths,true,1,deep,15-60
technology_mindset,digital_confidence,technology_usage,I feel confident using modern digital tools,false,1,rapid,15-60
technology_mindset,digital_confidence,technology_usage,I feel intimidated by new technologies,true,1,rapid,15-60
technology_mindset,digital_confidence,technology_usage,I explore digital platforms independently,false,1,rapid,15-60
technology_mindset,digital_confidence,technology_usage,I avoid learning unfamiliar digital systems,true,1,rapid,15-60
technology_mindset,digital_confidence,technology_usage,I enjoy experimenting with software,false,1,rapid,15-60
technology_mindset,digital_confidence,technology_usage,I feel overwhelmed by digital change,true,1,rapid,15-60
technology_mindset,digital_confidence,technology_usage,I believe technology enhances productivity,false,1,rapid,15-60
technology_mindset,digital_confidence,technology_usage,I think technology creates unnecessary complications,true,1,rapid,15-60
technology_mindset,digital_confidence,technology_usage,I stay curious about emerging technologies,false,1,rapid,15-60
technology_mindset,digital_confidence,technology_usage,I resist adopting digital innovations,true,1,rapid,15-60
social_behavior,relationship_quality,interpersonal_connection,I build strong connections with people,false,1,deep,18-60
social_behavior,relationship_quality,interpersonal_connection,I struggle to maintain relationships,true,1,deep,18-60
social_behavior,relationship_quality,interpersonal_connection,I show appreciation toward others,false,1,deep,18-60
social_behavior,relationship_quality,interpersonal_connection,I rarely express gratitude,true,1,deep,18-60
social_behavior,relationship_quality,interpersonal_connection,I respect the feelings of others,false,1,deep,18-60
social_behavior,relationship_quality,interpersonal_connection,I ignore emotional needs,true,1,deep,18-60
social_behavior,relationship_quality,interpersonal_connection,I build trust through honesty,false,1,deep,18-60
social_behavior,relationship_quality,interpersonal_connection,I avoid emotional closeness,true,1,deep,18-60
social_behavior,relationship_quality,interpersonal_connection,I support friends during difficulties,false,1,deep,18-60
social_behavior,relationship_quality,interpersonal_connection,I distance myself from emotional situations,true,1,deep,18-60
leadership_potential,team_guidance,group_support,I help teams stay organized,false,1,deep,18-60
leadership_potential,team_guidance,group_support,I avoid coordinating team tasks,true,1,deep,18-60
leadership_potential,team_guidance,group_support,I help people collaborate effectively,false,1,deep,18-60
leadership_potential,team_guidance,group_support,I feel uncomfortable managing group dynamics,true,1,deep,18-60
leadership_potential,team_guidance,group_support,I encourage participation in group activities,false,1,deep,18-60
leadership_potential,team_guidance,group_support,I prefer staying silent in group decisions,true,1,deep,18-60
leadership_potential,team_guidance,group_support,I help teams resolve misunderstandings,false,1,deep,18-60
leadership_potential,team_guidance,group_support,I avoid facilitating group communication,true,1,deep,18-60
leadership_potential,team_guidance,group_support,I keep teams focused on goals,false,1,deep,18-60
leadership_potential,team_guidance,group_support,I hesitate to support team coordination,true,1,deep,18-60
creativity_innovation,idea_experimentation,creative_exploration,I experiment with unusual ideas,false,1,deep,15-60
creativity_innovation,idea_experimentation,creative_exploration,I avoid experimenting with concepts,true,1,deep,15-60
creativity_innovation,idea_experimentation,creative_exploration,I tend to enjoy exploring imaginative possibilities,false,1,deep,15-60
creativity_innovation,idea_experimentation,creative_exploration,I rarely think creatively,true,1,deep,15-60
creativity_innovation,idea_experimentation,creative_exploration,I tend to challenge assumptions to discover better ideas,false,1,deep,15-60
creativity_innovation,idea_experimentation,creative_exploration,I stick to traditional ideas,true,1,deep,15-60
creativity_innovation,idea_experimentation,creative_exploration,I generate creative improvements,false,1,deep,15-60
creativity_innovation,idea_experimentation,creative_exploration,I avoid proposing new ideas,true,1,deep,15-60
creativity_innovation,idea_experimentation,creative_exploration,I enjoy imagining future innovations,false,1,deep,15-60
creativity_innovation,idea_experimentation,creative_exploration,I struggle to imagine alternatives,true,1,deep,15-60
life_values,life_priorities,value_prioritization,I prioritize what truly matters in life,false,1,deep,18-60
life_values,life_priorities,value_prioritization,I ignore my core priorities,true,1,deep,18-60
life_values,life_priorities,value_prioritization,I reflect on what brings fulfillment,false,1,deep,18-60
life_values,life_priorities,value_prioritization,I rarely evaluate my life priorities,true,1,deep,18-60
life_values,life_priorities,value_prioritization,I align my goals with meaningful values,false,1,deep,18-60
life_values,life_priorities,value_prioritization,I drift without purpose,true,1,deep,18-60
life_values,life_priorities,value_prioritization,I focus on what gives life meaning,false,1,deep,18-60
life_values,life_priorities,value_prioritization,I feel disconnected from my priorities,true,1,deep,18-60
life_values,life_priorities,value_prioritization,I evaluate whether my choices match my beliefs,false,1,deep,18-60
life_values,life_priorities,value_prioritization,I rarely question what matters most,true,1,deep,18-60
psychology_self_awareness,self_reflection,personal_learning,I learn about myself through observing my reactions,false,1,deep,18-60
psychology_self_awareness,self_reflection,personal_learning,I rarely reflect on what my experiences teach me,true,1,deep,18-60
